Location,Period,Kitchen,Dish_Name,Description,Portion_Size,Ingredients,Calories,Protein (g),Total Carbohydrates (g),Sugar (g),Total Fat (g),Saturated Fat (g),Cholesterol (mg),Dietary Fiber (g),Sodium (mg),Potassium (mg),Calcium (mg),Iron (mg),Trans Fat (g),Vitamin D (IU),Vitamin C (mg),Calories From Fat,Vitamin A (RE),Saturated Fat + Trans Fat (g),Allergens
Stetson_West,Lunch,GARDEN SOCIAL,Dried Cranberries,,1 tbsp,Cranberries,30,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,"Vegetarian, Avoiding Gluten, Vegan"
Stetson_West,Lunch,GARDEN SOCIAL,Balsamic Vinegar,,1 floz,Balsamic Vinegar,25,0,5,4,0,0,0,0,5,30,10,0.2,0,0,0,0,0,0,"Vegetarian, Avoiding Gluten, Sulphites, Vegan"
Stetson_West,Lunch,GARDEN SOCIAL,Red Wine Vinegar,,1 floz,Red Wine Vinegar,5,0,0,0,0,0,0.0,0,0,10,0,0.1,0,0.0,0,0,0.0,0,"Vegetarian, Avoiding Gluten, Sulphites, Vegan"
Stetson_West,Lunch,GARDEN SOCIAL,Canola Oil,,1 floz,Canola Oil,240,0,0,0,27,2,0,0,0,0,0,0,0,0,0,250,0.0,0,"Vegetarian, Avoiding Gluten, Vegan"
Stetson_West,Lunch,GARDEN SOCIAL,Olive Oil,,1 floz,Olive Oil,240,0,0,0,27,3.5,0,0,0,0,0,0.2,0.0,0,0,240,0.0,5,"Vegetarian, Avoiding Gluten, Vegan"
Stetson_West,Lunch,HEART OF THE HOUSE,Spicy Honey Chicken,Sweet and spicy grilled chicken thighs with honey glaze,4 oz meat,"Chicken Thigh, Honey, Apple Cider Vinegar, Garlic, Chili Powder, Kosher Salt, Ground Paprika, Cumin, Cayenne Pepper",210,22,14,13,7,2,115,0,340,280,10,1.4,0.0,5,0,60,0.0,0,"Avoiding Gluten, Good Source of Protein, Garlic, Poultry"
Stetson_West,Lunch,HEART OF THE HOUSE,Garlic Ranch Roasted Potatoes,Ranch roasted red potatoes with garlic,1/2 cup,"Potatoes, Canola Oil, Garlic, Garlic, Parsley, Salt, Granulated Onion, Dill Weed, Black Pepper",120,2,19,1,4.5,0,0,2,125,510,20,0.8,0,0,12,40,0.0,0,"Vegetarian, Avoiding Gluten, Onion, Garlic, Vegan"
Stetson_West,Lunch,HEART OF THE HOUSE,Roasted Brussels Sprouts,Roasted Brussel Sprouts,1/2 cup,"Brussels Sprouts, Olive Oil, Salt, Black Pepper",45,2,5,1,2,0,0,2,110,240,30,0.9,0.0,0,47,20,0.0,0,"Vegetarian, Avoiding Gluten, Vegan, How Good Friendly"
Stetson_West,Lunch,HEART OF THE HOUSE,Sriracha Spiced PAOW,Vegan soy based PAOW with a Traditional Sriracha Spice Blend,1 ounce,"Vegan Soy Protein, Sriracha Seasoning, Canola Oil, Allergen Free Cooking Spray",60,5,2,0,3,0,0,1,300,160,30,0.7,0,0,0,30,0,0,"Vegetarian, Soy, Garlic, Vegan"
Stetson_West,Lunch,LET'S TOAST,Sliced Genoa Salami,,1 ounce,Genoa Salami,120,5,0,0,11,4,30,0,480,0.0,0,0.4,0,0.0,7,100,0.0,5,"Avoiding Gluten, Celery*, Mustard*, Garlic, Beef, Pork"
Stetson_West,Lunch,LET'S TOAST,Sliced Capicola,,1 ounce,Capicola,35,5,2,0.0,1,0,15,0,440,80,0,0.3,0,0.0,0.0,10,0.0,0,"Pork, Soy*, Gluten*, Wheat*"
Stetson_West,Lunch,LET'S TOAST,Sliced Smoked Ham,,1 ounce,Ham,35,5,0,0,1.5,0.5,15,0,330,90,0,0.2,0,10,0,15,0.0,0,"Pork, Gluten*, Wheat*"
Stetson_West,Lunch,LET'S TOAST,Thinly Sliced Deli Turkey Breast,,1 ounce,Turkey,30,4,0.0,0,1,0,15,0,260,40,0,0.2,0,0,0,10,0,0,"Avoiding Gluten, Poultry"
Stetson_West,Lunch,LET'S TOAST,FIT Tuna Salad,Classic tuna salad ,3 oz portion,"Tuna, Canola Oil, Red Onions, Celery, Lemon Juice, Light Mayonnaise, Kosher Salt, Black Pepper",90,8,0.0,0,6,0.5,15,0,240,90,10,0.7,0,20,1,50,0,0,"Egg, Good Source of Protein, MSG*, Onion, Celery, Soy*, Gluten*, Mustard, Fish"
Stetson_West,Lunch,LET'S TOAST,Chicken Salad,"Moist chicken salad, in a low fat dressing",1/3 cup,"Chicken, Mayonnaise, Celery, White Pepper",110,8,0,0,9,1.5,30,0,150,130,0,0.2,0,0,0,80,5,0,"Egg, Good Source of Protein, Onion, Celery, Poultry, Gluten*, Mustard"
Stetson_West,Lunch,LET'S TOAST,American Cheese Slice,,1 slice,American Cheese,50,3,0.0,0,4.5,2.5,15,0,240,20,150,0.1,0,45,0,40,0.0,5,"Avoiding Gluten, Milk, Beef*, Pork*"
Stetson_West,Lunch,LET'S TOAST,Sliced Swiss Cheese,,1 ounce,Swiss Cheese,110,8,0,0,9,5,25,0,55,20,250,0,0,0,0,80,0.0,5,"Vegetarian, Avoiding Gluten, Good Source of Protein, Milk"
Stetson_West,Lunch,LET'S TOAST,Sliced Sharp Cheddar Cheese,,1 ounce,Cheddar Cheese,110,6,0.0,0,9,5,30,0,190,20,200,0,0.0,5,0,80,0.0,5,"Vegetarian, Avoiding Gluten, Milk"
Stetson_West,Lunch,LET'S TOAST,Sliced Provolone Cheese,,1 ounce,Provolone Cheese,100,7,0.0,0,8,5,20,0,210,40,210,0.1,0.0,5,0,70,0.0,5,"Vegetarian, Avoiding Gluten, Good Source of Protein, Milk"
Stetson_West,Lunch,LET'S TOAST,Sliced Pepper Jack Cheese,,1 ounce,Pepper Jack Cheese,110,7,0,0,9,5,25,0,170,20,210,0.2,0.0,5,0,80,0.0,5,"Vegetarian, Avoiding Gluten, Good Source of Protein, Milk"
Stetson_West,Lunch,LET'S TOAST,Chopped Romaine Lettuce,,1 cup,Chopped Lettuce,10,0.0,2,0.0,0,0,0,0.0,0,120,20,0.5,0,0,2,0,0.0,0,"Vegetarian, Avoiding Gluten, Vegan"
Stetson_West,Lunch,LET'S TOAST,Baby Spinach,,2 cup,Spinach,15,2,2,0,0,0,0,1,45,330,60,1.6,0,0,17,0,0.0,0,"Vegetarian, Avoiding Gluten, Vegan, How Good Friendly"
Stetson_West,Lunch,LET'S TOAST,Sliced Tomatoes,,1 slice,Tomatoes,0,0,0.0,0,0,0,0,0,0,30,0,0,0,0,2,0,0.0,0,"Vegetarian, Avoiding Gluten, Tomato, Vegan"
Stetson_West,Lunch,LET'S TOAST,Sliced Red Onion,,1 slice,Onions,5,0,1,0.0,0,0,0,0,0,20,0,0,0,0,1,0,0.0,0,"Vegetarian, Avoiding Gluten, Onion, Vegan"
Stetson_West,Lunch,LET'S TOAST,Bread & Butter Pickles,,4 each,Pickles,25,0,6,6,0,0,0,0,160,0,0,0,0,0,0.0,0,0.0,0,"Mustard*, Beef*, Pork*"
Stetson_West,Lunch,LET'S TOAST,Banana Pepper Rings,,1 tbsp,Banana Peppers,0,0,0,0,0,0,0,0,30,0.0,0,0,0,0.0,0,0,0,0,"Vegetarian, Avoiding Gluten, Sulphites, Vegan"
Stetson_West,Lunch,LET'S TOAST,Sliced Cucumber,,1/4 cup,Cucumber,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0.0,0,"Vegetarian, Avoiding Gluten, Vegan"
Stetson_West,Lunch,LET'S TOAST,Sliced Red Bell Pepper,,1/4 cup,Red Bell Peppers,5,0,1,0.0,0,0,0,0,0,50,0,0.1,0,0,29,0,0.0,0,"Vegetarian, Avoiding Gluten, Vegan"
Stetson_West,Lunch,LET'S TOAST,Mayonnaise,,1 tbsp,Mayonnaise,90,0,0,0,10,1.5,5,0,75,0,0,0,0,0,0,90,0,0,"Egg, Vegetarian, Onion, Gluten*, Mustard"
Stetson_West,Lunch,LET'S TOAST,Pesto Mayonnaise,Pesto Mayonnaise,1 tbsp,"Mayonnaise, Basil Pesto, Salt, Black Pepper",90,0,0,0,9,1.5,5,0,90,10,10,0.1,0,0,0,80,10,0,"Egg, Vegetarian, Milk, Onion, Garlic, Gluten*, Mustard"
Stetson_West,Lunch,LET'S TOAST,Chipotle Garlic Ranch,"Ranch dressing, roasted garlic and chipotle peppers",2 tbsp,"Ranch Dressing, Garlic, Chipotle Peppers, Canola Oil, Black Pepper",130,0,1,1,14,2,10,0,180,0,0,0,0,0,0,130,0.0,0,"Egg, Vegetarian, Avoiding Gluten, Celery*, Milk, Mustard*, Onion, Garlic, Tomato"
Stetson_West,Lunch,LET'S TOAST,Dijon Honey Dressing,,2 tbsp,Honey Mustard Dressing,130,0,7,6,12,2,15,0,160,10,0,0,0,0,0.0,100,0,0,"Egg, Vegetarian, Avoiding Gluten, Celery*, Mustard"
Stetson_West,Lunch,LET'S TOAST,Yellow Mustard,,1 tbsp,Yellow Mustard,10,0.0,0.0,0,0.5,0,0,0.0,170,20,10,0.3,0,0,0,0,0.0,0,"Vegetarian, Avoiding Gluten, Garlic, Vegan, Mustard"
Stetson_West,Lunch,LET'S TOAST,Olive Oil,,1 floz,Olive Oil,240,0,0,0,27,3.5,0,0,0,0,0,0.2,0.0,0,0,240,0.0,5,"Vegetarian, Avoiding Gluten, Vegan"
Stetson_West,Lunch,LET'S TOAST,Red Wine Vinegar,,1 floz,Red Wine Vinegar,5,0,0,0,0,0,0.0,0,0,10,0,0.1,0,0.0,0,0,0.0,0,"Vegetarian, Avoiding Gluten, Sulphites, Vegan"
Stetson_West,Lunch,LET'S TOAST,White Bread,,1 slice,White Bread,80,3,15,1,1,0,0,0.0,130,30,30,1,0,0,0.0,5,0.0,0,"Vegetarian, Gluten, Soy, Wheat, Egg*, Sesame*, Milk*"
Stetson_West,Lunch,LET'S TOAST,Whole Wheat Bread,,1 slice,Whole Wheat Bread,110,4,21,3,2,0,0,3,170,100,40,0.9,0,0,0.0,20,0.0,0,"Vegetarian, Gluten, Soy, Wheat, Tree Nuts*, Milk*"
Stetson_West,Lunch,LET'S TOAST,Kaiser Roll,,1 each,Kaiser Roll,240,7,43,3,4.5,0,0,1,410,90,70,2,0,0,0.0,40,0.0,0,"Egg, Vegetarian, Good Source of Protein, Gluten, Wheat"
Stetson_West,Lunch,LET'S TOAST,Hoagie Roll,,1 each,Hoagie Roll,200,6,36,0,3,0.5,0,2,410,80,60,1.9,0.0,0,0,25,0.0,0,"Vegetarian, Gluten, Soy, Wheat, Vegan"
Stetson_West,Lunch,LET'S TOAST,"10"" Flour Tortilla",,1 each,Flour Tortilla,200,6,34,1,6,3,0,1,400,50,80,2,0,0,0.0,50,0.0,5,"Vegetarian, Gluten, Wheat, Sulphites, Vegan"
Stetson_West,Lunch,LET'S TOAST,"12"" Spinach Herb Tortilla",,1 each,Spinach Herb Tortilla,290,8,47,0,8,4,0,2,640,80,120,3,0,0,0.0,70,0.0,5,"Vegetarian, Good Source of Protein, Gluten, Onion, Wheat, Garlic, Vegan"
Stetson_West,Lunch,LET'S TOAST,"12"" Tomato Basil Flour Tortilla",,1 each,Tomato Basil Tortilla,300,9,47,0,9,4,0,2,620,80,120,3,0,0,0.0,80,0.0,5,"Vegetarian, Good Source of Protein, Gluten, Onion, Wheat, Garlic, Tomato, Vegan"
Stetson_West,Lunch,LET'S TOAST,Homemade Potato Chips,Fresh Fried Potato Chips,4 ounce,Potato Chips,370,2,21,0.0,30,3.5,0,2,260,360,10,0.7,0,0,0,270,0.0,5,Soy
Stetson_West,Lunch,FLOUR + SAUCE,Cheese Pizza,"Traditional pie topped with Italian tomato sauce, mozzarella, and parmesan cheese.",1 slice,"Pizza Dough, Parmesan Cheese, Part Skim Mozzarella Cheese, Crushed tomatoes (unpeeled tomatoes, tomato puree, salt, citric acid), Chopped whole peeled tomatoes (tomatoes, tomato juice, salt, calcium chloride, citric acid), Canola Oil, Salt, Basil, Garlic, Black Pepper",200,10,18,2,10,4,20,0.0,640,140,230,1.3,0,15,3,90,0,5,"Vegetarian, Good Source of Protein, Gluten, Milk, Wheat, Garlic, Tomato, Egg*, Soy*, Sesame*"
Stetson_West,Lunch,FLOUR + SAUCE,Buffalo Chicken Pizza, Buffalo Chicken Pizza,1 slice,"Chicken, Pizza Dough, Part Skim Mozzarella Cheese, Buffalo Wing Sauce, Green Onions, Canola Oil",200,18,17,1,7,3,40,0.0,720,230,160,1.4,0,15,1,60,0,5,"Good Source of Protein, Gluten, Milk, Onion, Soy, Wheat, Garlic, Poultry, Egg*, Sesame*"
Stetson_West,Lunch,FLOUR + SAUCE,Mushroom Pizza,"A ""Back to Basics"" flavor",1 slice,"Pizza Dough, Part Skim Mozzarella Cheese, Mushrooms, Crushed tomatoes (unpeeled tomatoes, tomato puree, salt, citric acid), Chopped whole peeled tomatoes (tomatoes, tomato juice, salt, calcium chloride, citric acid), Canola Oil, Salt, Basil, Garlic, Black Pepper",170,10,17,2,7,3.5,20,1,440,190,210,1.3,0,15,2,60,0,5,"Vegetarian, Good Source of Protein, Gluten, Milk, Wheat, Garlic, Tomato, Mushroom, Egg*, Soy*, Sesame*"
Stetson_West,Lunch,FLOUR + SAUCE,Grated Parmesan Cheese,,1 tbsp,Parmesan Cheese,25,2,0.0,0,1.5,1,5,0,115,10,50,0,0,0,0,15,0.0,0,"Vegetarian, Avoiding Gluten, Milk"
Stetson_West,Lunch,FLOUR + SAUCE,Crushed Red Pepper,,1 tsp,Red Pepper,5,0,1,0,0,0,0,0,0,40,0,0.1,0.0,0,1,0,0.0,0,"Vegetarian, Avoiding Gluten, Vegan"
Stetson_West,Lunch,FLOUR + SAUCE,Dried Oregano,,1 tsp,Oregano,0,0,0.0,0,0,0,0,0,0,10,20,0.4,0,0,0,0,0.0,0,"Vegetarian, Avoiding Gluten, Vegan"
Stetson_West,Lunch,SWEET HOUSE,Chocolate Chip Cookies,Soft sugar cookie dotted with chocolate chips,1 each,Chocolate Chip Cookie Dough,130,1,17,10,6,3,0.0,0,100,30,0,1,0,0,0,50,15,5,"Egg, Gluten, Milk, Soy, Wheat, Beef*, Pork*"
Stetson_West,Lunch,SWEET HOUSE,Sugar Cookies,Dusted with sugar.,1 each,Sugar Cookie Dough,120,0.0,17,9,5,2,0.0,0,105,10,0,0.8,0,0,0,45,0,0,"Egg, Vegetarian, Gluten, Milk, Soy, Wheat"
Stetson_West,Lunch,SWEET HOUSE,Brownie,,1 each,Brownie,210,3,35,26,6,2.5,45,1,240,190,0,1,0,0,0.0,60,0.0,5,"Egg, Vegetarian, Gluten, Milk, Soy, Wheat"
Stetson_West,Lunch,SWEET HOUSE,Coconut Cake,,1 1/14th,"Vanilla Icing, Yellow Cake Mix, Water, Coconut, Coconut Extract",360,2,75,59,6,4,10,1,280,30,0,0.9,0,0,0,60,0,5,"Egg, Vegetarian, Gluten, Milk, Soy, Wheat, Sulphites, Tree Nuts, Alcohol"
Stetson_West,Lunch,SWEET HOUSE,Banana Cake,Rich with sweet bananas.,1 slice,"Vanilla Icing, Yellow Cake Mix, Water, Banana Compound",450,2,72,54,17,7,10,0.0,330,10,0,1.2,0,0,0,150,0,10,"Egg, Vegetarian, Gluten, Milk, Soy, Wheat"
Stetson_West,Lunch,SWEET HOUSE,Rice Krispie Treat,,"1 2"" x 3""","Marshmallows, Rice Krispies Cereal, Butter, Vanilla Extract",190,1,35,16,5,3,15,0,135,10,0,4.2,0,45,0,45,0.0,5,"Gluten, Milk, Beef*, Alcohol, Pork*"
Stetson_West,Lunch,SOUP & CO,Lemon Orzo Chicken Soup,"orzo, pulled chicken, carrots and celery in a chicken broth with a touch of cream",8 floz,Chicken Orzo Soup,160,7,14,2,8,4,30,1,780,170,30,0.6,0,10,3,70,140,5,"Egg, Good Source of Protein, Gluten, Milk, MSG*, Onion, Soy, Wheat, Garlic, Celery, Poultry"
Stetson_West,Lunch,SOUP & CO,"Crackers, Oyster, Zesta, Keebler, 0.5 oz",Keebler Zesta Oyster Crackers,1 each,"Enriched flour (wheat flour, niacin, reduced iron, vitamin B1 [thiamin mononitrate], vitamin B2 [riboflavin], folic acid), soybean oil (with TBHQ for freshness), leavening (baking soda, sodium acid pyrophosphate, monocalcium phosphate). Contains 2% or less of sugar, salt, malt extract, soy lecithin. Contains: Wheat, Soy. ",60,1,9,0,2.5,0,0,0,140,10,0,0.5,0,0,0.0,20,0.0,0,"Vegetarian, Gluten, Soy, Wheat"
Stetson_West,Lunch,SOUP & CO,White Rice,White Rice Cooked with Canola Oil and Salt,1/2 cup,"Water, Long Grain White Rice, Canola Oil, Salt",120,2,23,0,1.5,0,0,0.0,30,50,20,0.9,0.0,0,0,15,0,0,"Vegetarian, Avoiding Gluten, Vegan, How Good Friendly"
Stetson_West,Lunch,THE STUDIO ENTREE,Hamburger Patty,Ground sirloin patty grilled to perfection ,1 each,Beef,170,16,0,0,11,4,55,0,45,190,10,1.5,0,0,0,100,0.0,5,"Avoiding Gluten, Good Source of Protein, Beef"
Stetson_West,Lunch,THE STUDIO ENTREE,Grilled Chicken,Tender and moist,1 each,Chicken,120,23,0,0,3,1,80,0,140,260,0,0.4,0,0,0,25,0.0,0,"Avoiding Gluten, Good Source of Protein, Poultry"
Stetson_West,Lunch,THE STUDIO ENTREE,All Beef Hot Dog,,1 each,Beef Hot Dog,180,7,2,0.0,17,7,35,0,480,140,10,0.7,0.0,20,0.0,150,0.0,5,"Good Source of Protein, Beef"
Stetson_West,Lunch,THE STUDIO ENTREE,Onions and Peppers,Sauteed onions and sweet bell peppers,1/2 cup,"Green Bell Peppers, Onions, Butter, Black Pepper",130,1,7,3,11,7,30,2,90,160,20,0.3,0,0,40,100,0.0,5,"Vegetarian, Avoiding Gluten, Milk, Onion"
